text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,-1,-1,500,0,fixation,poldrack-single-stim,139,203756,0.0-6.0-79.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,509,32,850,0,stim,go1,140,204608,0.0-6.0-80.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,26,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,141,206010,0.0-6.0-81.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,142,206511,0.0-6.0-82.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,567,32,850,0,stim,go2,143,207363,0.0-6.0-83.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,27,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,144,208765,0.0-6.0-84.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,145,209266,0.0-6.0-85.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,432,32,850,0,stim,go1,146,210117,0.0-6.0-86.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,28,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,147,211519,0.0-6.0-87.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,148,212021,0.0-6.0-88.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,513,32,850,0,stim,go2,149,212872,0.0-6.0-89.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,29,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,150,214275,0.0-6.0-90.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,151,214777,0.0-6.0-91.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,152,215628,0.0-6.0-92.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,30,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,153,217030,0.0-6.0-93.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,154,217531,0.0-6.0-94.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,392,32,850,0,stim,go1,155,218383,0.0-6.0-95.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,31,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,156,219785,0.0-6.0-96.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,157,220286,0.0-6.0-97.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,158,221138,0.0-6.0-98.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,32,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,159,222539,0.0-6.0-99.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,160,223041,0.0-6.0-100.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,338,32,850,0,stim,go2,161,223893,0.0-6.0-101.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,33,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,162,225295,0.0-6.0-102.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,163,225796,0.0-6.0-103.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,164,226648,0.0-6.0-104.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,34,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,165,228050,0.0-6.0-105.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,166,228551,0.0-6.0-106.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,498,32,850,0,stim,go2,167,229403,0.0-6.0-107.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,35,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,168,230804,0.0-6.0-108.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,169,231306,0.0-6.0-109.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,170,232158,0.0-6.0-110.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,36,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,171,233560,0.0-6.0-111.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,172,234061,0.0-6.0-112.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,173,234913,0.0-6.0-113.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,37,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,174,236314,0.0-6.0-114.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,175,236815,0.0-6.0-115.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,402,32,850,0,stim,go1,176,237667,0.0-6.0-116.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,38,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,177,239068,0.0-6.0-117.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,178,239569,0.0-6.0-118.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,336,32,850,0,stim,go1,179,240421,0.0-6.0-119.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,39,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,180,241823,0.0-6.0-120.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,181,242325,0.0-6.0-121.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,528,32,850,0,stim,go2,182,243177,0.0-6.0-122.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,40,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,183,244578,0.0-6.0-123.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,184,245079,0.0-6.0-124.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,395,32,850,0,stim,go1,185,245930,0.0-6.0-125.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,41,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,186,247331,0.0-6.0-126.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,187,247833,0.0-6.0-127.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,454,32,850,0,stim,go2,188,248684,0.0-6.0-128.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,42,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,189,250085,0.0-6.0-129.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,190,250586,0.0-6.0-130.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,191,251438,0.0-6.0-131.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,43,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,192,252839,0.0-6.0-132.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,193,253340,0.0-6.0-133.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,335,32,850,0,stim,go1,194,254192,0.0-6.0-134.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,44,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,195,255594,0.0-6.0-135.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,196,256096,0.0-6.0-136.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,370,32,850,0,stim,go1,197,256947,0.0-6.0-137.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,45,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,198,258349,0.0-6.0-138.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,199,258851,0.0-6.0-139.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,337,32,850,0,stim,go2,200,259702,0.0-6.0-140.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,46,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,201,261104,0.0-6.0-141.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,202,261605,0.0-6.0-142.0,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,362,32,850,0,stim,go2,203,262456,0.0-6.0-143.0,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,47,0,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,204,263858,0.0-6.0-144.0,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,6477,13,6477,0,practice-no-stop-feedback,poldrack-single-stim,205,270338,0.0-6.1-0.1,go_nogo_deval,424,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  423 ms. Accuracy: 50%</strong></p></div>,13,6477,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,206,270839,0.0-6.1-1.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,578,32,850,0,stim,go1,207,271691,0.0-6.1-2.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,0,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,208,273092,0.0-6.1-3.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,209,273594,0.0-6.1-4.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,210,274446,0.0-6.1-5.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,1,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,211,275848,0.0-6.1-6.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,212,276349,0.0-6.1-7.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,366,32,850,0,stim,go2,213,277200,0.0-6.1-8.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,2,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,214,278602,0.0-6.1-9.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,215,279103,0.0-6.1-10.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,216,279954,0.0-6.1-11.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,3,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,217,281356,0.0-6.1-12.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,218,281858,0.0-6.1-13.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,219,282709,0.0-6.1-14.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,4,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,220,284111,0.0-6.1-15.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,221,284612,0.0-6.1-16.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,406,32,850,0,stim,go1,222,285464,0.0-6.1-17.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,5,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,223,286865,0.0-6.1-18.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,224,287366,0.0-6.1-19.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,398,32,850,0,stim,go1,225,288218,0.0-6.1-20.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,6,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,226,289619,0.0-6.1-21.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,227,290121,0.0-6.1-22.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,488,32,850,0,stim,go2,228,290973,0.0-6.1-23.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,7,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,229,292374,0.0-6.1-24.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,230,292876,0.0-6.1-25.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,378,32,850,0,stim,go2,231,293727,0.0-6.1-26.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,8,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,232,295128,0.0-6.1-27.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,233,295630,0.0-6.1-28.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,379,32,850,0,stim,go1,234,296481,0.0-6.1-29.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,9,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,235,297883,0.0-6.1-30.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,236,298385,0.0-6.1-31.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,325,32,850,0,stim,go1,237,299235,0.0-6.1-32.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,10,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,238,300637,0.0-6.1-33.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,239,301139,0.0-6.1-34.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,361,32,850,0,stim,go2,240,301991,0.0-6.1-35.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,11,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,241,303392,0.0-6.1-36.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,242,303893,0.0-6.1-37.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,243,304744,0.0-6.1-38.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,12,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,244,306146,0.0-6.1-39.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,245,306648,0.0-6.1-40.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,331,32,850,0,stim,go1,246,307500,0.0-6.1-41.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,13,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,247,308901,0.0-6.1-42.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,248,309403,0.0-6.1-43.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,388,32,850,0,stim,go2,249,310255,0.0-6.1-44.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,14,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,250,311657,0.0-6.1-45.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,251,312158,0.0-6.1-46.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,422,32,850,0,stim,go1,252,313010,0.0-6.1-47.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,15,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,253,314412,0.0-6.1-48.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,254,314914,0.0-6.1-49.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,345,32,850,0,stim,go2,255,315765,0.0-6.1-50.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,16,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,256,317166,0.0-6.1-51.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,257,317668,0.0-6.1-52.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,258,318519,0.0-6.1-53.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,17,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,259,319921,0.0-6.1-54.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,260,320423,0.0-6.1-55.1,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,326,32,850,0,stim,go1,261,321274,0.0-6.1-56.1,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,18,1,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,262,322676,0.0-6.1-57.1,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
